queried_city,queried_zip,queried_date,fetched_at_utc,error,DateIssue,DateForecast,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName,ActionDay,Discussion
Annapolis,21401,2026-07-17,2026-07-16T12:48:35.108Z,,2026-07-15,2026-07-17,Metro Baltimore,MD,39.1876,-76.5904,O3,112,3,Unhealthy for Sensitive Groups,false,"A multi-day air quality event is expected Thursday and Friday, possibly persisting into Saturday, due to wildfire smoke and ozone pollution simultaneously occurring with temperatures above normal. A wave of wildfire smoke is expected to push southward into central Maryland Thursday morning under a lee trough. Fine particulates will be elevated with USG conditions expected along the I-95 corridor. The highest concentrations will be across northeast Maryland where smoke will enter first and linger longest. Ozone will also be elevated given the aged smoke and intense heat. High Moderate to USG level ozone is forecast statewide with ozone potentially approaching Unhealthy AQI levels downwind of Baltimore over the Chesapeake Bay. A weak cold front will move south Thursday night and Friday morning, ushering in a significant amount of smoke into Maryland that will persist all day Friday due to weak, recirculating winds. Unhealthy, (code Red) AQI for PM2.5 pollution within the smoke is forecast statewide. Ozone will also remain elevated with USG conditions persisting, assuming enough sunlight penetrates the thick smoke for ozone production.  Precipitation chances will increase into Saturday. Ozone should be mitigated with an increase in cloud cover down into the threshold Good to low Moderate range.  However, uncertainties remain whether the rain will wash out fine particles to fully end the air quality episode. Presently Moderate AQI is forecast, but USG conditions remain possible. For the latest air quality information, please visit our website <a href=""https://mde.maryland.gov/programs/air/AirQualityMonitoring/Pages/index.aspx"" target=""_blank"">here.</a>  -MDE"
Annapolis,21401,2026-07-17,2026-07-16T12:48:35.108Z,,2026-07-15,2026-07-17,Metro Baltimore,MD,39.1876,-76.5904,PM2.5,158,4,Unhealthy,false,"A multi-day air quality event is expected Thursday and Friday, possibly persisting into Saturday, due to wildfire smoke and ozone pollution simultaneously occurring with temperatures above normal. A wave of wildfire smoke is expected to push southward into central Maryland Thursday morning under a lee trough. Fine particulates will be elevated with USG conditions expected along the I-95 corridor. The highest concentrations will be across northeast Maryland where smoke will enter first and linger longest. Ozone will also be elevated given the aged smoke and intense heat. High Moderate to USG level ozone is forecast statewide with ozone potentially approaching Unhealthy AQI levels downwind of Baltimore over the Chesapeake Bay. A weak cold front will move south Thursday night and Friday morning, ushering in a significant amount of smoke into Maryland that will persist all day Friday due to weak, recirculating winds. Unhealthy, (code Red) AQI for PM2.5 pollution within the smoke is forecast statewide. Ozone will also remain elevated with USG conditions persisting, assuming enough sunlight penetrates the thick smoke for ozone production.  Precipitation chances will increase into Saturday. Ozone should be mitigated with an increase in cloud cover down into the threshold Good to low Moderate range.  However, uncertainties remain whether the rain will wash out fine particles to fully end the air quality episode. Presently Moderate AQI is forecast, but USG conditions remain possible. For the latest air quality information, please visit our website <a href=""https://mde.maryland.gov/programs/air/AirQualityMonitoring/Pages/index.aspx"" target=""_blank"">here.</a>  -MDE"
Annapolis,21401,2026-07-17,2026-07-16T12:48:35.108Z,,2026-07-15,2026-07-18,Metro Baltimore,MD,39.1876,-76.5904,O3,50,1,Good,false,"A multi-day air quality event is expected Thursday and Friday, possibly persisting into Saturday, due to wildfire smoke and ozone pollution simultaneously occurring with temperatures above normal. A wave of wildfire smoke is expected to push southward into central Maryland Thursday morning under a lee trough. Fine particulates will be elevated with USG conditions expected along the I-95 corridor. The highest concentrations will be across northeast Maryland where smoke will enter first and linger longest. Ozone will also be elevated given the aged smoke and intense heat. High Moderate to USG level ozone is forecast statewide with ozone potentially approaching Unhealthy AQI levels downwind of Baltimore over the Chesapeake Bay. A weak cold front will move south Thursday night and Friday morning, ushering in a significant amount of smoke into Maryland that will persist all day Friday due to weak, recirculating winds. Unhealthy, (code Red) AQI for PM2.5 pollution within the smoke is forecast statewide. Ozone will also remain elevated with USG conditions persisting, assuming enough sunlight penetrates the thick smoke for ozone production.  Precipitation chances will increase into Saturday. Ozone should be mitigated with an increase in cloud cover down into the threshold Good to low Moderate range.  However, uncertainties remain whether the rain will wash out fine particles to fully end the air quality episode. Presently Moderate AQI is forecast, but USG conditions remain possible. For the latest air quality information, please visit our website <a href=""https://mde.maryland.gov/programs/air/AirQualityMonitoring/Pages/index.aspx"" target=""_blank"">here.</a>  -MDE"
Annapolis,21401,2026-07-17,2026-07-16T12:48:35.108Z,,2026-07-15,2026-07-18,Metro Baltimore,MD,39.1876,-76.5904,PM2.5,90,2,Moderate,false,"A multi-day air quality event is expected Thursday and Friday, possibly persisting into Saturday, due to wildfire smoke and ozone pollution simultaneously occurring with temperatures above normal. A wave of wildfire smoke is expected to push southward into central Maryland Thursday morning under a lee trough. Fine particulates will be elevated with USG conditions expected along the I-95 corridor. The highest concentrations will be across northeast Maryland where smoke will enter first and linger longest. Ozone will also be elevated given the aged smoke and intense heat. High Moderate to USG level ozone is forecast statewide with ozone potentially approaching Unhealthy AQI levels downwind of Baltimore over the Chesapeake Bay. A weak cold front will move south Thursday night and Friday morning, ushering in a significant amount of smoke into Maryland that will persist all day Friday due to weak, recirculating winds. Unhealthy, (code Red) AQI for PM2.5 pollution within the smoke is forecast statewide. Ozone will also remain elevated with USG conditions persisting, assuming enough sunlight penetrates the thick smoke for ozone production.  Precipitation chances will increase into Saturday. Ozone should be mitigated with an increase in cloud cover down into the threshold Good to low Moderate range.  However, uncertainties remain whether the rain will wash out fine particles to fully end the air quality episode. Presently Moderate AQI is forecast, but USG conditions remain possible. For the latest air quality information, please visit our website <a href=""https://mde.maryland.gov/programs/air/AirQualityMonitoring/Pages/index.aspx"" target=""_blank"">here.</a>  -MDE"
Washington,20001,2026-07-16,2026-07-16T12:48:35.211Z,,2026-07-15,2026-07-16,Northern Virginia and DC,DC,38.919,-77.013,O3,108,3,Unhealthy for Sensitive Groups,true,
Washington,20001,2026-07-16,2026-07-16T12:48:35.211Z,,2026-07-15,2026-07-16,Northern Virginia and DC,DC,38.919,-77.013,PM2.5,90,2,Moderate,false,
Washington,20001,2026-07-16,2026-07-16T12:48:35.211Z,,2026-07-15,2026-07-17,Northern Virginia and DC,DC,38.919,-77.013,O3,119,3,Unhealthy for Sensitive Groups,false,
Washington,20001,2026-07-16,2026-07-16T12:48:35.211Z,,2026-07-15,2026-07-17,Northern Virginia and DC,DC,38.919,-77.013,PM2.5,129,3,Unhealthy for Sensitive Groups,false,
Washington,20001,2026-07-16,2026-07-16T12:48:35.211Z,,2026-07-15,2026-07-18,Northern Virginia and DC,DC,38.919,-77.013,O3,71,2,Moderate,false,
Washington,20001,2026-07-16,2026-07-16T12:48:35.211Z,,2026-07-15,2026-07-18,Northern Virginia and DC,DC,38.919,-77.013,PM2.5,129,3,Unhealthy for Sensitive Groups,false,
Washington,20001,2026-07-17,2026-07-16T12:48:35.298Z,,2026-07-15,2026-07-17,Northern Virginia and DC,DC,38.919,-77.013,O3,119,3,Unhealthy for Sensitive Groups,false,
Washington,20001,2026-07-17,2026-07-16T12:48:35.298Z,,2026-07-15,2026-07-17,Northern Virginia and DC,DC,38.919,-77.013,PM2.5,129,3,Unhealthy for Sensitive Groups,false,
Washington,20001,2026-07-17,2026-07-16T12:48:35.298Z,,2026-07-15,2026-07-18,Northern Virginia and DC,DC,38.919,-77.013,O3,71,2,Moderate,false,
Washington,20001,2026-07-17,2026-07-16T12:48:35.298Z,,2026-07-15,2026-07-18,Northern Virginia and DC,DC,38.919,-77.013,PM2.5,129,3,Unhealthy for Sensitive Groups,false,
Elkton,21921,2026-07-16,2026-07-16T12:48:35.393Z,,2026-07-15,2026-07-16,Northeast Maryland,MD,39.546,-75.9574,O3,150,3,Unhealthy for Sensitive Groups,true,"A multi-day air quality event is expected Thursday and Friday, possibly persisting into Saturday, due to wildfire smoke and ozone pollution simultaneously occurring with temperatures above normal. A wave of wildfire smoke is expected to push southward into central Maryland Thursday morning under a lee trough. Fine particulates will be elevated with USG conditions expected along the I-95 corridor. The highest concentrations will be across northeast Maryland where smoke will enter first and linger longest. Ozone will also be elevated given the aged smoke and intense heat. High Moderate to USG level ozone is forecast statewide with ozone potentially approaching Unhealthy AQI levels downwind of Baltimore over the Chesapeake Bay. A weak cold front will move south Thursday night and Friday morning, ushering in a significant amount of smoke into Maryland that will persist all day Friday due to weak, recirculating winds. Unhealthy, (code Red) AQI for PM2.5 pollution within the smoke is forecast statewide. Ozone will also remain elevated with USG conditions persisting, assuming enough sunlight penetrates the thick smoke for ozone production.  Precipitation chances will increase into Saturday. Ozone should be mitigated with an increase in cloud cover down into the threshold Good to low Moderate range.  However, uncertainties remain whether the rain will wash out fine particles to fully end the air quality episode. Presently Moderate AQI is forecast, but USG conditions remain possible. For the latest air quality information, please visit our website <a href=""https://mde.maryland.gov/programs/air/AirQualityMonitoring/Pages/index.aspx"" target=""_blank"">here.</a>  -MDE"
Elkton,21921,2026-07-16,2026-07-16T12:48:35.393Z,,2026-07-15,2026-07-16,Northeast Maryland,MD,39.546,-75.9574,PM2.5,137,3,Unhealthy for Sensitive Groups,true,"A multi-day air quality event is expected Thursday and Friday, possibly persisting into Saturday, due to wildfire smoke and ozone pollution simultaneously occurring with temperatures above normal. A wave of wildfire smoke is expected to push southward into central Maryland Thursday morning under a lee trough. Fine particulates will be elevated with USG conditions expected along the I-95 corridor. The highest concentrations will be across northeast Maryland where smoke will enter first and linger longest. Ozone will also be elevated given the aged smoke and intense heat. High Moderate to USG level ozone is forecast statewide with ozone potentially approaching Unhealthy AQI levels downwind of Baltimore over the Chesapeake Bay. A weak cold front will move south Thursday night and Friday morning, ushering in a significant amount of smoke into Maryland that will persist all day Friday due to weak, recirculating winds. Unhealthy, (code Red) AQI for PM2.5 pollution within the smoke is forecast statewide. Ozone will also remain elevated with USG conditions persisting, assuming enough sunlight penetrates the thick smoke for ozone production.  Precipitation chances will increase into Saturday. Ozone should be mitigated with an increase in cloud cover down into the threshold Good to low Moderate range.  However, uncertainties remain whether the rain will wash out fine particles to fully end the air quality episode. Presently Moderate AQI is forecast, but USG conditions remain possible. For the latest air quality information, please visit our website <a href=""https://mde.maryland.gov/programs/air/AirQualityMonitoring/Pages/index.aspx"" target=""_blank"">here.</a>  -MDE"
Elkton,21921,2026-07-16,2026-07-16T12:48:35.393Z,,2026-07-15,2026-07-17,Northeast Maryland,MD,39.546,-75.9574,O3,112,3,Unhealthy for Sensitive Groups,false,"A multi-day air quality event is expected Thursday and Friday, possibly persisting into Saturday, due to wildfire smoke and ozone pollution simultaneously occurring with temperatures above normal. A wave of wildfire smoke is expected to push southward into central Maryland Thursday morning under a lee trough. Fine particulates will be elevated with USG conditions expected along the I-95 corridor. The highest concentrations will be across northeast Maryland where smoke will enter first and linger longest. Ozone will also be elevated given the aged smoke and intense heat. High Moderate to USG level ozone is forecast statewide with ozone potentially approaching Unhealthy AQI levels downwind of Baltimore over the Chesapeake Bay. A weak cold front will move south Thursday night and Friday morning, ushering in a significant amount of smoke into Maryland that will persist all day Friday due to weak, recirculating winds. Unhealthy, (code Red) AQI for PM2.5 pollution within the smoke is forecast statewide. Ozone will also remain elevated with USG conditions persisting, assuming enough sunlight penetrates the thick smoke for ozone production.  Precipitation chances will increase into Saturday. Ozone should be mitigated with an increase in cloud cover down into the threshold Good to low Moderate range.  However, uncertainties remain whether the rain will wash out fine particles to fully end the air quality episode. Presently Moderate AQI is forecast, but USG conditions remain possible. For the latest air quality information, please visit our website <a href=""https://mde.maryland.gov/programs/air/AirQualityMonitoring/Pages/index.aspx"" target=""_blank"">here.</a>  -MDE"
Elkton,21921,2026-07-16,2026-07-16T12:48:35.393Z,,2026-07-15,2026-07-17,Northeast Maryland,MD,39.546,-75.9574,PM2.5,158,4,Unhealthy,false,"A multi-day air quality event is expected Thursday and Friday, possibly persisting into Saturday, due to wildfire smoke and ozone pollution simultaneously occurring with temperatures above normal. A wave of wildfire smoke is expected to push southward into central Maryland Thursday morning under a lee trough. Fine particulates will be elevated with USG conditions expected along the I-95 corridor. The highest concentrations will be across northeast Maryland where smoke will enter first and linger longest. Ozone will also be elevated given the aged smoke and intense heat. High Moderate to USG level ozone is forecast statewide with ozone potentially approaching Unhealthy AQI levels downwind of Baltimore over the Chesapeake Bay. A weak cold front will move south Thursday night and Friday morning, ushering in a significant amount of smoke into Maryland that will persist all day Friday due to weak, recirculating winds. Unhealthy, (code Red) AQI for PM2.5 pollution within the smoke is forecast statewide. Ozone will also remain elevated with USG conditions persisting, assuming enough sunlight penetrates the thick smoke for ozone production.  Precipitation chances will increase into Saturday. Ozone should be mitigated with an increase in cloud cover down into the threshold Good to low Moderate range.  However, uncertainties remain whether the rain will wash out fine particles to fully end the air quality episode. Presently Moderate AQI is forecast, but USG conditions remain possible. For the latest air quality information, please visit our website <a href=""https://mde.maryland.gov/programs/air/AirQualityMonitoring/Pages/index.aspx"" target=""_blank"">here.</a>  -MDE"
Elkton,21921,2026-07-16,2026-07-16T12:48:35.393Z,,2026-07-15,2026-07-18,Northeast Maryland,MD,39.546,-75.9574,O3,50,1,Good,false,"A multi-day air quality event is expected Thursday and Friday, possibly persisting into Saturday, due to wildfire smoke and ozone pollution simultaneously occurring with temperatures above normal. A wave of wildfire smoke is expected to push southward into central Maryland Thursday morning under a lee trough. Fine particulates will be elevated with USG conditions expected along the I-95 corridor. The highest concentrations will be across northeast Maryland where smoke will enter first and linger longest. Ozone will also be elevated given the aged smoke and intense heat. High Moderate to USG level ozone is forecast statewide with ozone potentially approaching Unhealthy AQI levels downwind of Baltimore over the Chesapeake Bay. A weak cold front will move south Thursday night and Friday morning, ushering in a significant amount of smoke into Maryland that will persist all day Friday due to weak, recirculating winds. Unhealthy, (code Red) AQI for PM2.5 pollution within the smoke is forecast statewide. Ozone will also remain elevated with USG conditions persisting, assuming enough sunlight penetrates the thick smoke for ozone production.  Precipitation chances will increase into Saturday. Ozone should be mitigated with an increase in cloud cover down into the threshold Good to low Moderate range.  However, uncertainties remain whether the rain will wash out fine particles to fully end the air quality episode. Presently Moderate AQI is forecast, but USG conditions remain possible. For the latest air quality information, please visit our website <a href=""https://mde.maryland.gov/programs/air/AirQualityMonitoring/Pages/index.aspx"" target=""_blank"">here.</a>  -MDE"
Elkton,21921,2026-07-16,2026-07-16T12:48:35.393Z,,2026-07-15,2026-07-18,Northeast Maryland,MD,39.546,-75.9574,PM2.5,81,2,Moderate,false,"A multi-day air quality event is expected Thursday and Friday, possibly persisting into Saturday, due to wildfire smoke and ozone pollution simultaneously occurring with temperatures above normal. A wave of wildfire smoke is expected to push southward into central Maryland Thursday morning under a lee trough. Fine particulates will be elevated with USG conditions expected along the I-95 corridor. The highest concentrations will be across northeast Maryland where smoke will enter first and linger longest. Ozone will also be elevated given the aged smoke and intense heat. High Moderate to USG level ozone is forecast statewide with ozone potentially approaching Unhealthy AQI levels downwind of Baltimore over the Chesapeake Bay. A weak cold front will move south Thursday night and Friday morning, ushering in a significant amount of smoke into Maryland that will persist all day Friday due to weak, recirculating winds. Unhealthy, (code Red) AQI for PM2.5 pollution within the smoke is forecast statewide. Ozone will also remain elevated with USG conditions persisting, assuming enough sunlight penetrates the thick smoke for ozone production.  Precipitation chances will increase into Saturday. Ozone should be mitigated with an increase in cloud cover down into the threshold Good to low Moderate range.  However, uncertainties remain whether the rain will wash out fine particles to fully end the air quality episode. Presently Moderate AQI is forecast, but USG conditions remain possible. For the latest air quality information, please visit our website <a href=""https://mde.maryland.gov/programs/air/AirQualityMonitoring/Pages/index.aspx"" target=""_blank"">here.</a>  -MDE"
Elkton,21921,2026-07-17,2026-07-16T12:48:35.475Z,,2026-07-15,2026-07-17,Northeast Maryland,MD,39.546,-75.9574,O3,112,3,Unhealthy for Sensitive Groups,false,"A multi-day air quality event is expected Thursday and Friday, possibly persisting into Saturday, due to wildfire smoke and ozone pollution simultaneously occurring with temperatures above normal. A wave of wildfire smoke is expected to push southward into central Maryland Thursday morning under a lee trough. Fine particulates will be elevated with USG conditions expected along the I-95 corridor. The highest concentrations will be across northeast Maryland where smoke will enter first and linger longest. Ozone will also be elevated given the aged smoke and intense heat. High Moderate to USG level ozone is forecast statewide with ozone potentially approaching Unhealthy AQI levels downwind of Baltimore over the Chesapeake Bay. A weak cold front will move south Thursday night and Friday morning, ushering in a significant amount of smoke into Maryland that will persist all day Friday due to weak, recirculating winds. Unhealthy, (code Red) AQI for PM2.5 pollution within the smoke is forecast statewide. Ozone will also remain elevated with USG conditions persisting, assuming enough sunlight penetrates the thick smoke for ozone production.  Precipitation chances will increase into Saturday. Ozone should be mitigated with an increase in cloud cover down into the threshold Good to low Moderate range.  However, uncertainties remain whether the rain will wash out fine particles to fully end the air quality episode. Presently Moderate AQI is forecast, but USG conditions remain possible. For the latest air quality information, please visit our website <a href=""https://mde.maryland.gov/programs/air/AirQualityMonitoring/Pages/index.aspx"" target=""_blank"">here.</a>  -MDE"
Elkton,21921,2026-07-17,2026-07-16T12:48:35.475Z,,2026-07-15,2026-07-17,Northeast Maryland,MD,39.546,-75.9574,PM2.5,158,4,Unhealthy,false,"A multi-day air quality event is expected Thursday and Friday, possibly persisting into Saturday, due to wildfire smoke and ozone pollution simultaneously occurring with temperatures above normal. A wave of wildfire smoke is expected to push southward into central Maryland Thursday morning under a lee trough. Fine particulates will be elevated with USG conditions expected along the I-95 corridor. The highest concentrations will be across northeast Maryland where smoke will enter first and linger longest. Ozone will also be elevated given the aged smoke and intense heat. High Moderate to USG level ozone is forecast statewide with ozone potentially approaching Unhealthy AQI levels downwind of Baltimore over the Chesapeake Bay. A weak cold front will move south Thursday night and Friday morning, ushering in a significant amount of smoke into Maryland that will persist all day Friday due to weak, recirculating winds. Unhealthy, (code Red) AQI for PM2.5 pollution within the smoke is forecast statewide. Ozone will also remain elevated with USG conditions persisting, assuming enough sunlight penetrates the thick smoke for ozone production.  Precipitation chances will increase into Saturday. Ozone should be mitigated with an increase in cloud cover down into the threshold Good to low Moderate range.  However, uncertainties remain whether the rain will wash out fine particles to fully end the air quality episode. Presently Moderate AQI is forecast, but USG conditions remain possible. For the latest air quality information, please visit our website <a href=""https://mde.maryland.gov/programs/air/AirQualityMonitoring/Pages/index.aspx"" target=""_blank"">here.</a>  -MDE"
Elkton,21921,2026-07-17,2026-07-16T12:48:35.475Z,,2026-07-15,2026-07-18,Northeast Maryland,MD,39.546,-75.9574,O3,50,1,Good,false,"A multi-day air quality event is expected Thursday and Friday, possibly persisting into Saturday, due to wildfire smoke and ozone pollution simultaneously occurring with temperatures above normal. A wave of wildfire smoke is expected to push southward into central Maryland Thursday morning under a lee trough. Fine particulates will be elevated with USG conditions expected along the I-95 corridor. The highest concentrations will be across northeast Maryland where smoke will enter first and linger longest. Ozone will also be elevated given the aged smoke and intense heat. High Moderate to USG level ozone is forecast statewide with ozone potentially approaching Unhealthy AQI levels downwind of Baltimore over the Chesapeake Bay. A weak cold front will move south Thursday night and Friday morning, ushering in a significant amount of smoke into Maryland that will persist all day Friday due to weak, recirculating winds. Unhealthy, (code Red) AQI for PM2.5 pollution within the smoke is forecast statewide. Ozone will also remain elevated with USG conditions persisting, assuming enough sunlight penetrates the thick smoke for ozone production.  Precipitation chances will increase into Saturday. Ozone should be mitigated with an increase in cloud cover down into the threshold Good to low Moderate range.  However, uncertainties remain whether the rain will wash out fine particles to fully end the air quality episode. Presently Moderate AQI is forecast, but USG conditions remain possible. For the latest air quality information, please visit our website <a href=""https://mde.maryland.gov/programs/air/AirQualityMonitoring/Pages/index.aspx"" target=""_blank"">here.</a>  -MDE"
Elkton,21921,2026-07-17,2026-07-16T12:48:35.475Z,,2026-07-15,2026-07-18,Northeast Maryland,MD,39.546,-75.9574,PM2.5,81,2,Moderate,false,"A multi-day air quality event is expected Thursday and Friday, possibly persisting into Saturday, due to wildfire smoke and ozone pollution simultaneously occurring with temperatures above normal. A wave of wildfire smoke is expected to push southward into central Maryland Thursday morning under a lee trough. Fine particulates will be elevated with USG conditions expected along the I-95 corridor. The highest concentrations will be across northeast Maryland where smoke will enter first and linger longest. Ozone will also be elevated given the aged smoke and intense heat. High Moderate to USG level ozone is forecast statewide with ozone potentially approaching Unhealthy AQI levels downwind of Baltimore over the Chesapeake Bay. A weak cold front will move south Thursday night and Friday morning, ushering in a significant amount of smoke into Maryland that will persist all day Friday due to weak, recirculating winds. Unhealthy, (code Red) AQI for PM2.5 pollution within the smoke is forecast statewide. Ozone will also remain elevated with USG conditions persisting, assuming enough sunlight penetrates the thick smoke for ozone production.  Precipitation chances will increase into Saturday. Ozone should be mitigated with an increase in cloud cover down into the threshold Good to low Moderate range.  However, uncertainties remain whether the rain will wash out fine particles to fully end the air quality episode. Presently Moderate AQI is forecast, but USG conditions remain possible. For the latest air quality information, please visit our website <a href=""https://mde.maryland.gov/programs/air/AirQualityMonitoring/Pages/index.aspx"" target=""_blank"">here.</a>  -MDE"
Salisbury,21801,2026-07-16,2026-07-16T12:48:35.543Z,,2026-07-15,2026-07-16,Sussex County,DE,38.69,-75.38,O3,133,3,Unhealthy for Sensitive Groups,true,"Thursday, July 16 is a Code Orange Air Quality Action Day for Delaware. West-southwesterly winds ahead of an approaching cold front will transport smoke from Canadian wildfires into Delaware throughout the morning and afternoon. This smoke, combined with mostly sunny skies and temperatures in the upper-90s, will enhance ozone formation. Furthermore, a dense plume of smoke will arrive in the late evening as the front passes over the state. As a result, AQI levels are anticipated to be Unhealthy for Sensitive Groups for ozone and PM2.5. 

Friday, light northerly to northwesterly winds behind the departing front will continue to carry dense wildfire smoke into the First State, increasing particle concentrations throughout the day. Furthermore, smoke, periods of sunshine, and temperatures in the low-90s will aid ozone production. Thus, AQI levels are anticipated to be Unhealthy for PM2.5 and mid-Moderate for ozone. Saturday, light southeasterly winds will recirculate smoke into the state, keeping particle concentrations high. Additionally, a morning inversion will trap smoke and other regional pollutants near the ground. Therefore, despite scattered thunderstorms increasing mixing and dispersion, AQI levels are anticipated to be Unhealthy for Sensitive Groups for PM2.5 and mid-Moderate for ozone."
